Id,ProductionBudget,DomesticGross,WorldwideGross,DomesticBoxOffice,InternationalBoxOffice,WorldwideBoxOffice,DomesticDVDSales,DomesticBluRaySales,TotalDomesticVideoSales,OpeningWeekend,Legs,InflAdjDomBO,RunningTime
"1,017",61000000,118594548,145594548,118594548,27000000,145594548,49786318,,49786318,33014202,3.59,185821102,93
"1,018",61000000,81697192,310566162,81697192,228868970,310566162,13138359,13065774,26204133,30316510,2.69,104469444,131
"1,019",61000000,75612460,132493015,75612460,56880555,132493015,13181686,8307497,21489183,27059130,2.79,100258582,109
"1,020",61000000,58032443,265878536,58032443,207846093,265878536,4989397,7234444,12223841,24167011,2.4,68670659,114
"1,021",61000000,41952715,81152505,41952715,39199790,81152505,5084058,3485167,8569225,11251263,3.73,49372292,102
"1,022",60720000,3229457,525018479,3229457,521789022,525018479,,,,985052,3.28,4024681,94
"1,023",60000000,279167575,516567575,279167575,237400000,516567575,,,,46120980,6.05,478288625,114
"1,024",60000000,258364131,468155841,258364131,209791710,468155841,66048808,45262127,111310935,69050279,3.74,340630547,110
"1,025",60000000,210614939,454161935,210614939,243546996,454161935,265482355,10845269,276327624,70885301,2.97,330004216,115
"1,026",60000000,168213584,253555383,168213584,85341799,253555383,94732563,,94732563,39699023,4.24,263567205,99
"1,027",60000000,143153751,247812011,143153751,104658260,247812011,70479589,826350,71305939,36357586,3.94,212592499,116
"1,028",60000000,136801374,290701374,136801374,153900000,290701374,,,,18017152,7.59,282961568,187
"1,029",60000000,125618201,264118201,125618201,138500000,264118201,,,,31542121,3.98,288734366,104
"1,030",60000000,125070033,238524556,125070033,113454523,238524556,15898035,12335210,28233245,35028301,3.57,155863460,96
"1,031",60000000,121468960,214357371,121468960,92888411,214357371,,,,27118640,4.48,225376134,118
"1,032",60000000,116472020,167222848,116472020,50750828,167222848,51436057,18871006,70307063,16849640,6.91,149442342,100
"1,033",60000000,109205660,172450423,109205660,63244763,172450423,39674242,7730079,47404321,34286740,3.19,156915631,113
"1,034",60000000,106429941,356429933,106429941,249999992,356429933,,,,26205007,4.06,263249411,130
"1,035",60000000,106126012,176262839,106126012,70136827,176262839,,44180,44180,19457944,5.45,189724443,111
"1,036",60000000,104148781,164285587,104148781,60136806,164285587,,,,27623580,3.77,186189691,92
"1,037",60000000,102705852,149705852,102705852,47000000,149705852,,,,22332053,4.6,217946666,116
"1,038",60000000,101413188,218613188,101413188,117200000,218613188,,,,14524321,6.71,226946381,98
"1,039",60000000,100170152,217602967,100170152,117432815,217602967,,,,24701458,4.06,173886348,120
"1,040",60000000,93375151,200700000,93375151,107324849,200700000,,,,21707617,4.3,177841713,83
"1,041",60000000,93354918,199043309,93354918,105688391,199043309,,,,14328494,6.02,171551206,101
"1,042",60000000,91956547,254816479,91956547,162859932,254816479,,,,24006629,3.83,91956547,101
"1,043",60000000,90757863,152457863,90757863,61700000,152457863,,,,17195160,5.28,208354891,83
"1,044",60000000,90580000,165890634,90580000,75310634,165890634,,,,36075875,2.51,168064092,94
"1,045",60000000,90380162,196439693,90380162,106059531,196439693,42930196,18066158,60996354,21761408,4.15,123479154,110
"1,046",60000000,88200225,170200225,88200225,82000000,170200225,,,,28103367,3.14,153107629,101
"1,047",60000000,82670733,157670733,82670733,75000000,157670733,,,,15490445,5.34,211182582,107
"1,048",60000000,82571173,135015330,82571173,52444157,135015330,26862084,,26862084,9309387,5.7,137704291,94
"1,049",60000000,80574010,206598789,80574010,126024779,206598789,37006816,3741062,40747878,23104523,3.49,110087182,134
"1,050",60000000,80070736,217370736,80070736,137300000,217370736,16628975,13630471,30259446,15210156,5.26,108002147,130
"1,051",60000000,77906816,130968579,77906816,53061763,130968579,,,,22751490,3.42,135239196,146
"1,052",60000000,75764085,124715863,75764085,48951778,124715863,,,,15104055,5.02,148416032,125
"1,053",60000000,75658097,137203939,75658097,61545842,137203939,14634457,6258653,20893110,22403596,3.38,102849220,105
"1,054",60000000,75530832,100230832,75530832,24700000,100230832,,,,13584625,5.56,156645571,164
"1,055",60000000,75383563,186883563,75383563,111500000,186883563,,,,13685488,5.19,173269678,169
"1,056",60000000,74541707,102332848,74541707,27791141,102332848,,,,22088204,3.37,129361337,114
"1,057",60000000,73648228,165048228,73648228,91400000,165048228,,,,19107643,3.85,156285012,105
"1,058",60000000,72091016,261183588,72091016,189092572,261183588,46399341,12070848,58470189,23234394,3.1,103618815,111
"1,059",60000000,68275985,168576981,68275985,100300996,168576981,2635825,2335456,4971281,16509095,4.14,69895849,104
"1,060",60000000,66723216,90558582,66723216,23835366,90558582,,,,16580209,4.02,119282953,89
"1,061",60000000,64506874,162778384,64506874,98271510,162778384,22429062,,22429062,30517109,2.11,96850150,90
"1,062",60000000,62524260,195194085,62524260,132669825,195194085,8772630,11030223,19802853,21635601,2.89,77920406,99
"1,063",60000000,61322858,71719931,61322858,10397073,71719931,,,,15011181,4.09,122645709,127
"1,064",60000000,61123569,87123569,61123569,26000000,87123569,29602497,,29602497,16310058,3.75,100597257,98
"1,065",60000000,60592389,129832389,60592389,69240000,129832389,,,,12112267,3.51,147474410,89
"1,066",60000000,59623958,99823958,59623958,40200000,99823958,,,,23172440,2.57,103501809,122
"1,067",60000000,58697076,159946489,58697076,101249413,159946489,7392422,8228525,15620947,22872490,2.57,73145351,118
"1,068",60000000,58060186,175863783,58060186,117803597,175863783,4714661,4585565,9300226,18503871,3.14,69775781,119
"1,069",60000000,57833603,57833603,57833603,,,,,,16863988,3.43,132930961,138
"1,070",60000000,56709981,56709981,56709981,,,,,,70079,3.74,120382459,120
"1,071",60000000,56451232,101134059,56451232,44682827,101134059,4188888,2396237,6585125,17015168,3.32,71272681,124
"1,072",60000000,56003051,108119662,56003051,52116611,108119662,16496636,8408560,24905196,14087050,3.98,75843326,96
"1,073",60000000,54956941,159356941,54956941,104400000,159356941,,,,15164595,3.62,128980673,124
"1,074",60000000,53789313,98819789,53789313,45030476,98819789,,,,13462374,4,95375867,115
"1,075",60000000,51045801,100645801,51045801,49600000,100645801,,,,11101955,4.6,124496312,124
"1,076",60000000,50877145,90482317,50877145,39605172,90482317,27773197,,27773197,10103675,5.04,75924359,93
"1,077",60000000,50837305,111898741,50837305,61061436,111898741,8960090,8377712,17337802,17275239,2.94,67068956,96
"1,078",60000000,50586000,104429625,50586000,53843625,104429625,,,,15051028,3.36,93831481,98
"1,079",60000000,50577412,131377412,50577412,80800000,131377412,8091071,8294763,16385834,15451981,3.27,66734937,105
"1,080",60000000,50024083,104324083,50024083,54300000,104324083,,,,12624402,3.96,123967725,100
"1,081",60000000,48478006,101292343,48478006,52814337,101292343,,,,14043215,3.45,81527749,115
"1,082",60000000,47836282,70893782,47836282,23057500,70893782,1028588,1322179,2350767,7768371,6.16,56488418,132
"1,083",60000000,47802866,160707848,47802866,112904982,160707848,,,,16474092,2.9,112186113,109
"1,084",60000000,47003582,95538560,47003582,48534978,95538560,58986289,188149,59174438,14523571,3.24,73648044,126
"1,085",60000000,46850558,68336997,46850558,21486439,68336997,,,,13104694,3.58,107580724,104
"1,086",60000000,46000903,104100903,46000903,58100000,104100903,9684822,6731237,16416059,17070347,2.69,60995040,110
"1,087",60000000,45020282,197578586,45020282,152558304,197578586,5892721,3558440,9451161,13210449,3.41,54104648,90
"1,088",60000000,44936545,105523737,44936545,60587192,105523737,2988783,4404943,7393726,16006065,2.81,53173999,141
"1,089",60000000,43337279,57604723,43337279,14267444,57604723,17680686,2119639,19800325,19610304,2.21,62290106,97
"1,090",60000000,43313890,82812456,43313890,39498566,82812456,14571973,4159974,18731947,17214384,2.52,59179182,120
"1,091",60000000,43254409,67312826,43254409,24058417,67312826,,,,18513305,2.34,80023055,116
"1,092",60000000,43061982,82150183,43061982,39088201,82150183,,,,15632281,2.75,79898126,101
"1,093",60000000,42194060,108996113,42194060,66802053,108996113,18072223,2069949,20142172,12286129,3.43,60460525,97
"1,094",60000000,40572825,81079566,40572825,40506741,81079566,11716245,1292243,13008488,13965110,2.91,58316674,125
"1,095",60000000,40081410,78481410,40081410,38400000,78481410,16872358,,16872358,16288361,2.46,60177938,110
"1,096",60000000,37491364,124514011,37491364,87022647,124514011,16262606,2786005,19048611,8611147,4.35,53397016,135
"1,097",60000000,37017955,88832210,37017955,51814255,88832210,15034265,2867475,17901740,14071280,2.63,53207137,127
"1,098",60000000,36850101,36850101,36850101,,,,,,11181043,3.3,78197646,94
"1,099",60000000,36280697,78080697,36280697,41800000,78080697,18113897,,18113897,14367854,2.53,59710819,
"1,100",60000000,35763137,47818913,35763137,12055776,47818913,14377456,6654556,21032012,12162040,2.94,48432988,111
"1,101",60000000,35327628,121327628,35327628,86000000,121327628,,,,12525075,2.82,63154555,100
"1,102",60000000,33956608,33956608,33956608,,,,,,9064143,3.75,79749933,110
"1,103",60000000,32983332,32983332,32983332,,,,,,10104715,3.26,75812431,111
"1,104",60000000,32522352,47371191,32522352,14848839,47371191,,,,2314646,4.7,64989041,123
"1,105",60000000,32138862,62599159,32138862,30460297,62599159,2561483,3110269,5671752,11030233,2.91,37822805,118
"1,106",60000000,32122249,54994757,32122249,22872508,54994757,,,,11034422,2.91,59509287,96
"1,107",60000000,31853584,38522450,31853584,6668866,38522450,11119208,1570736,12689944,9716458,3.28,45784223,117
"1,108",60000000,31165421,75965567,31165421,44800146,75965567,10311121,3955856,14266977,9336957,3.34,41323890,130
"1,109",60000000,30695227,39235486,30695227,8540259,39235486,,,,11516712,2.67,61390451,123
"1,110",60000000,30063805,30317425,30063805,253620,30317425,,,,10216025,2.94,55781035,103
"1,111",60000000,29136626,84154026,29136626,55017400,84154026,6180931,6504840,12685771,14953664,1.95,39608167,87
"1,112",60000000,28426747,147985373,28426747,119558626,147985373,18852378,,18852378,7288977,3.9,46784780,86
"1,113",60000000,26873932,71073932,26873932,44200000,71073932,,,,12712272,2.11,45195161,101
"1,114",60000000,26673242,26673954,26673242,712,26673954,,,,9511915,2.8,62644337,95
"1,115",60000000,26483452,80767884,26483452,54284432,80767884,,,,6874477,3.85,47345199,85
"1,116",60000000,25473093,49473093,25473093,24000000,49473093,,,,9939251,2.56,42839300,105
"1,117",60000000,23385416,48585416,23385416,25200000,48585416,,,,10305957,2.27,53751549,89
"1,118",60000000,22672813,49238525,22672813,26565712,49238525,12774239,,12774239,10005895,2.27,37314948,121
"1,119",60000000,22508689,35319689,22508689,12811000,35319689,,,,8311290,2.71,47764498,123
"1,120",60000000,19806188,39006188,19806188,19200000,39006188,20544122,,20544122,6463278,3.06,29604747,102
"1,121",60000000,18208078,20541668,18208078,2333590,20541668,,,,7088213,2.57,34678980,132
"1,122",60000000,17303424,66655938,17303424,49352514,66655938,9333968,,9333968,7601379,2.28,24870786,106
"1,123",60000000,15162470,47853893,15162470,32691423,47853893,5079815,8500268,13580083,2201269,6.89,16645570,103
"1,124",60000000,14218868,14816494,14218868,597626,14816494,,,,6731940,2.11,28437726,90
"1,125",60000000,13090630,14816379,13090630,1725749,14816379,25207986,,25207986,6004219,2.18,21544574,139
"1,126",60000000,12600231,29575033,12600231,16974802,29575033,3922580,1543194,5465774,7297694,1.73,16625509,118
"1,127",60000000,12069719,12069719,12069719,,,,,,5106919,2.36,27742330,113
"1,128",60000000,11803254,50648806,11803254,38845552,50648806,,,,5251918,2.25,17721317,90
"1,129",60000000,11338107,37537773,11338107,26199666,37537773,423661,961076,1384737,2811703,4.03,11881975,150
"1,130",60000000,10166502,10597070,10166502,430568,10597070,,,,3376009,3.01,17097479,132
"1,131",60000000,9420546,24148488,9420546,14727942,24148488,1815871,1171672,2987543,3704749,2.54,11321458,80
"1,132",60000000,8286741,21245954,8286741,12959213,21245954,,,,2919717,2.84,8483472,108
"1,133",60000000,7696134,37360909,7696134,29664775,37360909,2264674,715146,2979820,4200586,1.83,9841547,107
"1,134",60000000,4810790,4810790,4810790,,,1701848,1195522,2897370,865824,5.56,5649270,91
"1,135",60000000,4775656,13233220,4775656,8457564,13233220,16206688,,16206688,2984524,1.6,7170134,127
"1,136",60000000,4426297,11427090,4426297,7000793,11427090,,,,2076402,2.13,7913005,127
"1,137",60000000,1090155,6951086,1090155,5860931,6951086,572915,633961,1206876,556794,1.96,1090160,112
"1,138",60000000,709982,194058503,709982,193348521,194058503,39574,40708,80282,166391,4.27,884801,118
"1,139",60000000,300460,3377027,300460,3076567,3377027,767039,636917,1403956,133475,2.25,352819,113
"1,140",60000000,0,0,,,,156380,271499,427879,,,,
"1,141",60000000,0,0,,,,,,,,,,
"1,142",60000000,0,0,,,,,,,,,,102
"1,143",59000000,44143410,44143410,44143410,,,,,,8017438,5.51,112764438,104
"1,144",59000000,43242871,97459106,43242871,54216235,97459106,3608272,3666434,7274706,10604774,4.08,51169943,86
"1,145",59000000,16790790,28296983,16790790,11506193,28296983,1049423,1244150,2293573,7173887,2.34,19760333,132
"1,146",58000000,363070709,781947691,363070709,418876982,781947691,37269784,72901986,110171770,132434639,2.74,452474244,107
"1,147",58000000,350126372,547626372,350126372,197500000,547626372,38732905,41642889,80375794,633456,3.92,447820518,132
"1,148",58000000,80069458,158952243,80069458,78882785,158952243,12389837,8213690,20603527,23618556,3.39,102359657,103
"1,149",58000000,53715611,188715611,53715611,135000000,188715611,,,,16745418,3.21,140889113,
"1,150",58000000,53458319,87100000,53458319,33641681,87100000,,,,5563259,5.33,131588593,125
"1,151",58000000,49876377,50365498,49876377,489121,50365498,16795034,6563825,23358859,18782154,2.66,67546143,120
"1,152",58000000,48318130,100687083,48318130,52368953,100687083,37782959,,37782959,16408718,2.94,81258875,95
"1,153",58000000,44672764,93672764,44672764,49000000,93672764,7252812,6052995,13305807,17325307,2.58,59233987,119
"1,154",58000000,35231365,59431365,35231365,24200000,59431365,,,,10518435,3.35,70462726,90
"1,155",58000000,31373938,41348628,31373938,9974690,41348628,9290273,,9290273,12682595,2.47,47104601,114
"1,156",58000000,30234022,101815660,30234022,71581638,101815660,4869326,5371836,10241162,12501936,2.42,36334755,103
"1,157",58000000,29580087,80480566,29580087,50900479,80480566,9172212,547300,9719512,6616571,4.47,42213240,103
"1,158",58000000,1802521,31627370,1802521,29824849,31627370,,,,61070,7.71,2604804,134
"1,159",57500000,152647258,415247258,152647258,262600000,415247258,87080273,814082,87894355,56848056,2.69,229183490,145
"1,160",57500000,60128566,295874190,60128566,235745624,295874190,20373617,13666517,34040134,26650264,2.26,82152838,97
"1,161",57500000,36931089,58879681,36931089,21948592,58879681,6276289,1806951,8083240,13453714,2.75,50014716,115
"1,162",57000000,61007424,153007424,61007424,92000000,153007424,,,,12170536,5.01,143185124,144
"1,163",57000000,51774002,149217355,51774002,97443353,149217355,12378450,5574500,17952950,22115334,2.34,70116041,95
"1,164",57000000,51364680,104364680,51364680,53000000,104364680,,,,15027150,3.42,125274035,103
"1,165",57000000,28328132,38329114,28328132,10000982,38329114,,,,11100392,2.55,49163473,91
"1,166",57000000,25528495,62097495,25528495,36569000,62097495,,,,7209345,3.54,48621401,129
"1,167",56200000,128002372,212416317,128002372,84413945,212416317,19482805,9446644,28929449,31051923,4.12,167383141,124
